,處理的字串,label,predict
5531,我要聽小野麗莎的歌,(5 7),(3 7)
5532,我要聽張韶涵的歌,(3 6),(3 6)
5533,我要聽我好嗎,(3 6),(3 6)
5534,涼涼,(0 2),(0 2)
5535,我要聽快樂天堂,(3 7),(3 7)
5536,我要聽周杰倫的歌,(3 6),(3 6)
5537,一點,(0 2),(0 2)
5538,我要聽相聲,(3 5),(3 5)
5539,我要聽吳卓源的歌,(3 6),(3 6)
5540,康康,(0 2),(0 2)
5541,我要聽快樂天堂,(3 7),(3 7)
5542,我要聽我好嗎,(3 6),(3 6)
5543,愛我你就抱抱我,(0 7),(0 7)
5544,我要聽留不住的故事,(3 9),(3 9)
5545,我要聽林俊傑的歌,(3 6),(3 6)
5546,我要聽光年之外,(3 7),(3 7)
5547,播放起風了,(2 5),(2 5)
5548,播放葡萄成熟時,(2 7),(2 7)
5549,播放一曲相思,(2 6),(2 6)
5550,播放一曲相思,(2 6),(2 6)
5551,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
5552,我要聽華語歌曲,(3 5),(3 5)
5553,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
5554,播放一曲相思,(2 6),(2 6)
5555,學貓叫,(0 3),(0 3)
5556,愛我你就抱抱我,(0 7),(0 7)
5557,沙漠駱駝,(0 4),(0 4)
5558,我要聽我的收藏歌曲,(3 7),(3 7)
5559,我要聽周杰倫的歌,(3 6),(3 6)
5560,我要聽田馥甄的歌,(3 6),(3 6)
5561,我要聽嘻哈音樂,(3 5),(3 5)
5562,我要聽光年之外,(3 7),(3 7)
5563,我要聽你喜歡我的歌嗎,(3 10),(3 10)
5564,我想聽齊秦的歌,(3 5),(3 5)
5565,我要聽陳綺貞的歌,(3 6),(3 6)
5566,我要聽日文歌,(3 5),(3 5)
5567,我要聽華語音樂,(3 5),(3 5)
5568,播放蔡依林的你也有今天,(2 5) (6 11),(2 5) (6 11)
5569,沙漠駱駝,(0 4),(0 4)
5570,我要聽煙花易冷,(3 7),(3 7)
5571,我要聽巧虎,(0 1) (2 3),(3 5)
5572,我要聽stitches las,(3 11),(3 11)
5573,播放一曲相思,(2 6),(2 6)
5574,播放音樂,,
5575,我要聽白雪公主,(3 7),(3 7)
5576,我要聽茄子蛋的歌,(3 6),(3 6)
5577,我要聽西遊記,(3 6),(3 6)
5578,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
5579,往後餘生,(0 4),(0 4)
5580,我要聽留不住的故事,(3 9),(3 9)
5581,王老先生,(0 4),(0 4)
5582,我要聽熱門歌曲,(3 5),(3 5)
5583,愛我你就抱抱我,(0 7),(0 7)
5584,我要聽田馥甄的歌,(3 6),(3 6)
5585,學貓叫,(0 3),(0 3)
5586,播放書香音樂系列,(2 8),(2 8)
5587,我要聽田馥甄的歌,(3 6),(3 6)
5588,我要聽鳳飛飛的歌,(3 6),(3 6)
5589,我要聽兒歌,(3 5),(3 5)
5590,我要聽新歌,(3 5),(3 5)
5591,我要聽蔡琴的歌,(3 5),(3 5)
5592,播放韓語歌,(2 4),(2 4)
5593,烽火天榜,(0 4),(0 4)
5594,我要聽街角的祝福,(3 8),(3 8)
5595,我要聽陳綺貞的歌,(3 6),(3 6)
5596,我要聽王力宏的歌,(3 6),(3 6)
5597,我要聽冬冬唱的歌,(5 8),(3 5)
5598,我要聽月琴,(3 5),(3 5)
5599,我要聽鄧麗君的歌,(3 6),(3 6)
5600,我要聽 ONE OK ROCK,(4 15),(4 15)
5601,我要聽好好聊天,(3 7),(3 7)
5602,播費玉清的晚安曲,(1 4) (5 8),(1 4) (5 8)
5603,我要聽最美的期待,(3 8),(3 8)
5604,幫我的收藏,(1 5),(1 5)
5605,我要聽有聲書,(3 6),(0 6)
5606,來電音樂吧,(1 3),(1 31)
5607,我要聽對面的女孩看過來,(3 11),(3 11)
5608,請播華語流行,(2 4) (4 6),(2 4) (4 6)
5609,播放一曲相思,(2 6),(2 6)
5610,我要聽買榜,(3 5),(3 5)
5611,我要聽齊天大聖再鬧天宮,(3 11),(3 11)
5612,咖哩咖哩,(0 2) (2 4),(0 4)
5613,安心亞的新造型,(0 3),(0 3)
5614,我要聽月琴,(3 5),(3 5)
5615,我要聽李榮浩的歌,(3 6),(3 6)
5616,放音樂,,
5617,我要聽新歌,(3 5),(3 5)
5618,播放一曲相思,(2 6),(2 6)
5619,我要聽搖滾音樂,(3 5),(3 5)
5620,我要聽鄧麗君的歌,(3 6),(3 6)
5621,有聲書,(0 3),(0 3)
5622,播放一曲相思,(2 6),(2 6)
5623,我要聽搖滾音樂,(3 5),(3 5)
5624,播放最新,(2 4),(2 4)
5625,涼涼,(0 2),(0 2)
5626,我要聽于文文的歌,(3 6),(3 6)
5627,我要聽搖滾音樂,(3 5),(3 5)
5628,我要聽蕭煌奇的歌,(3 6),(3 6)
5629,兩隻老虎,(0 4),(0 4)
5630,我要聽黃明志的歌,(3 6),(3 6)
5631,播放輕音樂,(2 5),(2 5)
5632,愛一點的歌,(0 3),(0 3)
5633,故事,(0 2),(0 2)
5634,我要聽光年之外,(3 7),(3 7)
5635,我要聽我好嗎,(3 6),(3 6)
5636,moon river,(0 10),(0 10)
5637,我要聽爵士音樂,(3 5),(3 5)
5638,愛江山更愛美人,(0 7),(0 7)
5639,我要聽新歌,(3 5),(3 5)
5640,愛我你就抱抱我,(0 7),(0 7)
5641,我要聽獨立音樂,(3 5),(3 5)
5642,愛我你就抱抱我,(0 7),(0 7)
5643,我要聽張雨生的歌,(3 6),(3 6)
5644,放音樂,,
5645,播放起風了,(2 5),(2 5)
5646,來首無言的結局,(2 7),(2 7)
5647,我要聽獨立音樂,(3 5),(3 5)
5648,我要聽吳卓源的歌,(3 6),(3 6)
5649,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
5650,我要聽心靈音樂,(3 7),(3 7)
5651,播放韓語歌,(2 4),(2 4)
5652,我要聽張雨生的歌,(3 6),(3 6)
5653,我要聽鬼故事,(3 6),(3 6)
5654,我要聽于文文的歌,(3 6),(3 6)
5655,播放音樂,,
5656,我要聽月琴,(3 5),(3 5)
5657,兩隻老虎,(0 4),(0 4)
5658,我要聽情歌精選,(3 5),(3 5)
5659,我要聽台語歌,(3 5),(3 5)
5660,我要聽蔡依林的歌,(3 6),(3 6)
5661,學貓叫,(0 3),(0 3)
5662,我要聽莫文蔚的歌,(3 6),(3 6)
5663,播放音樂,,
5664,我要聽田馥甄的歌,(3 6),(3 6)
5665,英雄交響曲,(2 5),
5666,播放一曲相思,(2 6),(2 6)
5667,追追追,(0 3),(0 3)
5668,我要聽翁立友的歌,(3 6),(3 6)
5669,我要聽陳奕迅的歌,(3 6),(3 6)
5670,我要聽西洋排行榜,(3 5) (5 8),(3 5) (5 8)
5671,我要聽光年之外,(3 7),(3 7)
5672,我要聽買榜,(3 5),(3 5)
5673,畢書盡,(0 3),(0 3)
5674,我要聽田馥甄的歌,(3 6),(3 6)
5675,我要聽英文版綠野仙蹤,(3 10),(3 10)
5676,我要聽張韶涵的歌,(3 6),(3 6)
5677,我要聽搖滾音樂,(3 5),(3 5)
5678,我要聽田馥甄的歌,(3 6),(3 6)
5679,我要聽梁靜茹的歌,(3 6),(3 6)
5680,播放一曲相思,(2 6),(2 6)
5681,我要聽鄧紫棋的歌,(3 6),(3 6)
5682,我要聽林俊傑的歌,(3 6),(3 6)
5683,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
5684,愛我你就抱抱我,(0 7),(0 7)
5685,我要聽快樂的音樂,(3 6),(3 6)
5686,播放周興哲的如果雲知道,(6 11),(2 5) (6 11)
5687,我要聽歪批三國,(3 7),(3 7)
5688,我要聽日本歌曲米希亞的歌,(3 5),(8 12)
5689,Celine Dion,(0 11),(0 11)
5690,我要聽嘻哈排行榜,(3 5) (5 8),(3 5) (5 8)
5691,我要聽光年之外,(3 7),(3 7)
5692,我要聽電影,(2 5),(2 5)
5693,我要聽鬼故事,(3 6),(3 6)
5694,我要聽歪批三國,(3 7),(3 7)
5695,我要聽買榜,(3 5),(3 5)
5696,我想聽無言的結局,(3 8),(3 8)
5697,我要聽生日快樂歌,(3 8),(3 8)
5698,我要聽麻吉兄弟,(3 5),(3 7)
5699,我要聽熱門歌曲,(3 5),(3 5)
5700,兩隻老虎,(0 4),(0 4)
5701,我要聽吳卓源的歌,(3 6),(3 6)
5702,沙漠駱駝,(0 4),(0 4)
5703,相親小路,(2 4),(0 4)
5704,涼涼,(0 2),(0 2)
5705,我要聽兒歌,(3 5),(3 5)
5706,我要聽獨立音樂,(3 5),(3 5)
5707,西洋音樂,(0 2),(0 2)
5708,我要聽你喜歡我的歌嗎,(3 10),(3 10)
5709,我要聽江蕙的歌,(3 5),(3 5)
5710,我要聽華語音樂排行榜,(3 5) (7 10),(3 5) (7 10)
5711,我要聽林俊傑的歌,(3 6),(3 6)
5712,我要聽宇多田光的歌,(3 7),(3 7)
5713,我要聽嘻哈音樂,(3 5),(3 5)
5714,播放輕音樂,(2 5),(2 5)
5715,我要聽王力宏的歌,(3 6),(3 6)
5716,李玟,(0 2),(0 2)
5717,我要聽兒歌,(3 5),(3 5)
5718,我要聽薛之謙的歌,(3 6),(3 6)
5719,我要聽王力宏的歌,(3 6),(3 6)
5720,學貓叫,(0 3),(0 3)
5721,小胖小的故事,(3 6),(3 31)
5722,播放起風了,(2 5),(2 5)
5723,我要聽蕭敬騰的歌,(3 6),(3 6)
5724,愛江山愛美人,(1 3),(1 3)
5725,幫我播羅大佑的一九九九歌曲,(7 11),(3 6)
5726,學貓叫,(0 3),(0 3)
5727,我要聽三隻小豬,(3 7),(3 7)
5728,我要聽華語音樂,(3 5),(3 5)
5729,播放音樂,,
5730,我想聽無言的結局,(3 8),(3 8)
5731,my my,(0 5),(0 5)
5732,我要聽相聲選粹,(3 7),(3 7)
5733,我要聽粵語歌,(3 5),(3 5)
5734,阿拉丁電影原聲帶,(3 5),(3 5)
5735,我要聽林俊傑的歌,(3 6),(3 6)
5736,我要聽光年之外,(3 7),(3 7)
5737,我要聽孤獨感,(3 6),(3 6)
5738,我要聽買榜,(3 5),(3 5)
5739,播放杜德偉,(2 5),(2 5)
5740,我要聽新歌,(3 5),(3 5)
5741,我要聽鬼故事,(3 6),(3 6)
5742,我要聽你喜歡我的歌嗎,(3 10),(3 10)
5743,我要聽浪漫的音樂,(3 5),(3 5)
5744,我要聽華語音樂,(3 5),(3 5)
5745,我要聽林俊傑的歌,(3 6),(3 6)
5746,我要聽陳綺貞的歌,(3 6),(3 6)
5747,我要聽相聲選粹,(3 7),(3 7)
5748,我要聽熱門歌曲,(3 5),(3 5)
5749,我要聽把悲傷留給自己,(3 10),(3 10)
5750,我要聽陳綺貞的歌,(3 6),(3 6)
5751,我要聽鬼故事,(3 6),(3 6)
5752,我要聽小野麗莎的歌,(3 7),(3 7)
5753,我想聽故事,(0 5),(0 5)
5754,播放韓語歌,(2 4),(2 4)
5755,兩隻老虎,(0 4),(0 4)
5756,愛我你就抱抱我,(0 7),(0 7)
5757,我要聽相聲選粹,(3 7),(3 7)
5758,我要聽王力宏的歌,(3 6),(3 6)
5759,我要聽中文歌,(3 5),(3 5)
5760,林俊傑,(0 3),(0 3)
5761,我要聽安徒生童話,(3 8),(3 8)
5762,我要聽獨立音樂,(3 5),(3 5)
5763,我要聽煙花易冷,(3 7),(3 7)
5764,播放一曲相思,(2 6),(2 6)
5765,我要聽快樂頌,(3 6),(3 6)
5766,我要聽鄧麗君的歌,(3 6),(3 6)
5767,日語音樂,(0 2),(0 2)
5768,播放音樂,,
5769,我要聽許茹芸的歌,(3 6),(3 6)
5770,Beat it,(0 7),(0 7)
5771,我要聽光年之外,(3 7),(3 7)
5772,我要聽台語歌,(3 5),(3 5)
5773,蘇芮,(0 2),(0 2)
5774,播放蔡琴唱的綠島小夜曲,(2 4) (6 11),(6 11)
5775,我要聽粵語歌,(3 5),(3 5)
5776,播放音樂,,
5777,我想聽李白,(3 5),(3 5)
5778,幫我播潘越雲的歌,(3 6),(3 6)
5779,我想聽齊秦的歌,(3 5),(3 5)
5780,我要聽我好嗎,(3 6),(3 6)
5781,我要聽買榜,(3 5),(3 5)
5782,我要聽粵語歌,(3 5),(3 5)
5783,涼涼,(0 2),(0 2)
5784,let it go,(0 9),(0 9)
5785,我要聽王力宏的歌,(3 6),(3 6)
5786,我要聽陳綺貞的歌,(3 6),(3 6)
5787,我要聽新歌,(3 5),(3 5)
5788,我要聽熱門歌曲,(3 5),(3 5)
5789,我要聽新時代音樂,(3 6),(3 6)
5790,我要聽你喜歡我的歌嗎,(3 10),(3 10)
5791,播放一曲相思,(2 6),(2 6)
5792,播放五行山三藏收悟空,(2 10),
5793,我要聽音樂,,
5794,我要聽華語音樂,(3 5),(3 5)
5795,播放起風了,(2 5),(2 5)
5796,兩隻老虎,(0 4),(0 4)
5797,我要聽許茹芸的歌,(3 6),(3 6)
5798,我要聽買榜,(3 5),(3 5)
5799,畢書盡,(0 3),(0 3)
5800,我要聽搖滾音樂,(3 5),(3 5)
5801,我想聽夕陽歌曲排行榜,(3 5) (7 10),(3 5) (7 10)
5802,播放芭比的触电,(5 7),(2 4)
5803,我要聽日文歌,(3 5),(3 5)
5804,我要聽鬼故事,(3 6),(3 6)
5805,我要聽林俊傑的歌,(3 6),(3 6)
5806,播費玉清的晚安曲,(1 4) (5 8),(1 4) (5 8)
5807,我要聽煙花易冷,(3 7),(3 7)
5808,我要聽新歌,(3 5),(3 5)
5809,愛我你就抱抱我,(0 7),(0 7)
5810,我要聽鬼故事,(3 6),(3 6)
5811,播放一曲相思,(2 6),(2 6)
5812,我要聽日文歌,(3 5),(3 5)
5813,我要聽熱門歌曲,(3 5),(3 5)
5814,我要聽陳綺貞的歌,(3 6),(3 6)
5815,星期遇到星期五都九點四十,(10 12),(4 7)
5816,我要聽八度空間,(3 7),(3 7)
5817,愛我你就抱抱我,(0 7),(0 7)
5818,我要聽蕭敬騰的歌,(3 6),(3 6)
5819,我要聽留不住的故事,(3 9),(3 9)
5820,播放一曲相思,(2 6),(2 6)
5821,我要聽搖滾音樂,(3 5),(3 5)
5822,我要聽古典音樂,(3 5),(3 5)
5823,涼涼,(0 2),(0 2)
5824,我要聽林俊傑的歌,(3 6),(3 6)
5825,我要聽粵語歌,(3 5),(3 5)
5826,幸福的孩子愛唱歌,(0 8),(0 8)
5827,我要聽蔡依林的腦公,(3 6) (7 9),(3 6) (7 9)
5828,孫露的月光小夜曲,(0 2) (3 8),(0 2) (3 8)
5829,我要聽告白氣球,(3 7),(3 7)
5830,播放蔡依林的你也有今天,(2 5) (6 11),(2 5) (6 11)
5831,我要聽粵語歌,(3 5),(3 5)
5832,我要聽搖滾音樂排行榜,(3 5) (7 10),(3 5) (7 10)
5833,我要聽音樂,,
5834,我要聽陳綺貞的歌,(3 6),(3 6)
5835,我想聽排骨,(0 1) (1 2),(3 5)
5836,我要聽華語音樂排行榜,(3 5) (7 10),(3 5) (7 10)
5837,我要聽鬼故事,(3 6),(3 6)
5838,我要聽費玉清的歌,(3 6),(3 6)
5839,我要聽相聲,(3 5),(3 5)
5840,學貓叫,(0 3),(0 3)
5841,幫我播潘越雲的歌,(3 6),(3 6)
5842,我要聽心靈音樂,(3 7),(3 7)
5843,綠色,(0 2),(0 2)
5844,我要聽光年之外,(3 7),(3 7)
5845,康康咕嘰咕嘰,(0 2) (2 6),(0 2) (2 6)
5846,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
5847,我要聽你喜歡我的歌嗎,(3 10),(3 10)
5848,播放一曲相思,(2 6),(2 6)
5849,請講白雪公主的故事,(2 6),(2 6)
5850,我要聽節奏藍調音樂,(3 7),(3 7)
5851,生僻字,(0 3),(0 3)
5852,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
5853,我要聽浪漫的音樂,(3 5),(3 5)
5854,我要聽對面的女孩看過來,(3 11),(3 11)
5855,播放一曲相思,(2 6),(2 6)
5856,我要聽你喜歡我的歌嗎,(3 10),(3 10)
5857,播放起風了,(2 5),(2 5)
5858,我要聽街角的祝福,(3 8),(3 8)
5859,兩隻老虎,(0 4),(0 4)
5860,我要聽熱門歌曲,(3 5),(3 5)
5861,康康,(0 2),(0 2)
5862,我要聽買榜,(3 5),(3 5)
5863,我要聽張信哲的歌,(3 6),(3 6)
5864,我要聽故事,(0 5),(0 5)
5865,我要聽流行音樂排行榜,(7 10),(7 10)
5866,我要聽買榜,(3 5),(3 5)
5867,我要聽玖壹壹的歌,(3 6),(3 6)
5868,爵士音樂,(0 2),(0 2)
5869,床邊故事,(0 4),(0 4)
5870,我要聽江蕙的歌,(3 5),(3 5)
5871,播放一曲相思,(2 6),(2 6)
5872,我要聽獨立音樂,(3 5),(3 5)
5873,Beat it,(0 7),(0 7)
5874,我要聽王力宏的歌,(3 6),(3 6)
5875,我要聽雷鬼音樂,(3 5),(3 5)
5876,我要聽爵士音樂,(3 5),(3 5)
5877,阿拉丁主題曲,(3 6),(3 6)
5878,魏龍豪相聲,(3 5),(3 5)
5879,我要聽孫悟空觸犯天條,(3 10),(3 10)
5880,我要聽我好嗎,(3 6),(3 6)
5881,我要聽林俊傑的歌,(3 6),(3 6)
5882,我要聽搖滾音樂,(3 5),(3 5)
5883,我要聽于文文的歌,(3 6),(3 6)
5884,我要聽熱門歌曲,(3 5),(3 5)
5885,我要聽外婆的澎湖灣,(3 9),(3 9)
5886,江蕙歌曲,(0 2),(0 2)
5887,我要聽劉德華的歌,(3 6),(3 6)
5888,我要聽吳卓源的歌,(3 6),(3 6)
5889,播放音樂,,
5890,我要聽鄧紫棋的歌,(3 6),(3 6)
5891,我要聽林俊傑的歌,(3 6),(3 6)
5892,播放起風了,(2 5),(2 5)
5893,我要聽 Alan Walker 的歌,(4 15),(4 15)
5894,播放音樂,,
5895,我要聽林俊傑的歌,(3 6),(3 6)
5896,我要聽節奏藍調音樂,(3 7),(3 7)
5897,我要聽失戀排行榜,(5 8),(5 8)
5898,許富凱,(0 3),(0 3)
5899,我要聽王力宏的歌,(3 6),(3 6)
5900,我要聽新歌,(3 5),(3 5)
5901,我要聽獨立音樂,(3 5),(3 5)
5902,播放音樂,,
5903,學貓叫,(0 3),(0 3)
5904,我要聽梁靜茹的歌,(3 6),(3 6)
5905,我要聽月琴,(3 5),(3 5)
5906,我要聽華語音樂,(3 5),(3 5)
5907,我要聽,(0 1) (1 2) (2 3),
5908,兩隻老虎,(0 4),(0 4)
5909,播放一曲相思,(2 6),(2 6)
5910,播放韓語歌,(2 4),(2 4)
5911,我要聽新歌,(3 5),(3 5)
5912,我要聽林俊傑的歌,(3 6),(3 6)
5913,我要聽新歌,(3 5),(3 5)
5914,唱好想你歌,(1 4),(1 5)
5915,播放藍色而不是不是不是等一下,(8 11),
5916,我要聽 lady gaga 的歌,(4 13),(4 13)
5917,我要聽搖滾音樂,(3 5),(3 5)
5918,mike,(0 4),(0 4)
5919,我要聽失戀排行榜,(5 8),(5 8)
5920,最後一名,(2 4),(0 4)
5921,我要聽煙花易冷,(3 7),(3 7)
5922,我要聽吳卓源的歌,(3 6),(3 6)
5923,播放一曲相思,(2 6),(2 6)
5924,我要聽相聲,(3 5),(3 5)
5925,我要聽紅蜻蜓,(3 6),(3 6)
5926,我要聽王力宏的歌,(3 6),(3 6)
5927,周傳雄,(0 3),(0 3)
5928,幫我唱一首委屈,(5 7),(5 7)
5929,我要聽老歌,(3 5),(3 5)
5930,我要聽陳綺貞的歌,(3 6),(3 6)
5931,大悲咒,(0 3),(0 3)
5932,我要聽江蕙的歌,(3 5),(3 5)
5933,我要聽光年之外,(3 7),(3 7)
5934,有聲書,(0 3),(0 3)
5935,播放音樂,,
5936,maroon五的熱門音樂,(0 6) (8 10),(0 6) (8 10)
5937,唱一首小蘋果,(3 6),(3 6)
5938,我要聽喬幼的歌,(3 5),(3 5)
5939,我要聽五月天的歌,(3 6),(3 6)
5940,西洋音樂,(0 2),(0 2)
5941,我要聽快樂的音樂,(3 6),(3 6)
5942,我要聽粵語歌,(3 5),(3 5)
5943,音樂家族,(2 4),(2 4)
5944,我要聽黃明志的歌,(3 6),(3 6)
5945,我要聽張惠妹的歌,(3 6),(3 6)
5946,我想聽因為我剛好遇見你,(6 11),(6 11)
5947,涼涼,(0 2),(0 2)
5948,我要聽相聲選粹,(3 7),(3 7)
5949,沙漠駱駝,(0 4),(0 4)
5950,我要聽蔡依林的歌,(3 6),(3 6)
5951,我要聽靈魂音樂,(3 5),(3 7)
5952,幫我播潘越雲的歌,(3 6),(3 6)
5953,我要聽梁靜茹的歌,(3 6),(3 6)
5954,我要聽古典音樂,(3 5),(3 5)
5955,我要聽煙花易冷,(3 7),(3 7)
5956,我要聽爵士音樂,(3 5),(3 5)
5957,我要聽華語音樂,(3 5),(3 5)
5958,我要聽鄧麗君的歌,(3 6),(3 6)
5959,五月天兄弟,(0 3) (3 5),(0 3) (3 5)
5960,蘇芮,(0 2),(0 2)
5961,播放一曲相思,(2 6),(2 6)
5962,我想聽無言的結局,(3 8),(3 8)
5963,我要聽失戀排行榜,(5 8),(5 8)
5964,往後餘生,(0 4),(0 4)
5965,我要聽林俊傑的歌,(3 6),(3 6)
5966,播放起風了,(2 5),(2 5)
5967,我要聽梁靜茹的歌,(3 6),(3 6)
5968,胡冠聽首歌,(3 5),(2 5)
5969,我要聽李千娜的歌,(3 6),(3 6)
5970,我要聽光年之外,(3 7),(3 7)
5971,學貓叫,(0 3),(0 3)
5972,我要聽相聲,(3 5),(3 5)
5973,我要聽搖滾音樂,(3 5),(3 5)
5974,我要聽搖滾音樂排行榜,(3 5) (7 10),(3 5) (7 10)
5975,我要聽床邊故事,(3 7),(3 7)
5976,我要聽歪批三國,(3 7),(3 7)
5977,播放一曲相思,(2 6),(2 6)
5978,我要聽相聲,(3 5),(3 5)
5979,播放音樂,,
5980,我要聽歪批三國,(3 7),(3 7)
5981,我要聽鄧麗君的歌,(3 6),(3 6)
5982,我要聽王力宏的歌,(3 6),(3 6)
5983,我要聽搖滾音樂,(3 5),(3 5)
5984,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
5985,我要聽小鈺現在就報警,(5 7),(5 10)
5986,幫我播潘越雲的歌,(3 6),(3 6)
5987,蔡依林老公,(0 3),(0 3)
5988,唱一首小蘋果,(3 6),(3 6)
5989,嗯你們的一生,(1 3),(1 6)
5990,兩隻老虎,(0 4),(0 4)
5991,我要聽留不住的故事,(3 9),(3 9)
5992,我要聽爵士音樂,(3 5),(3 5)
5993,我要聽光年之外,(3 7),(3 7)
5994,我要聽相聲,(3 5),(3 5)
5995,我要聽煙花易冷,(3 7),(3 7)
5996,我要聽林宥嘉的歌,(3 6),(3 6)
5997,我要聽于文文的歌,(3 6),(3 6)
5998,我要聽爵士音樂排行榜,(3 5) (7 10),(3 5) (7 10)
5999,這完全是養生博的想法,(1 3),(4 31)
6000,我要聽嘻哈音樂,(3 5),(3 5)
6001,播放一曲相思,(2 6),(2 6)
6002,我要聽搖滾音樂,(3 5),(3 5)
6003,杜德偉,(0 3),(0 3)
6004,我要聽煙花易冷,(3 7),(3 7)
6005,我要聽張信哲的歌,(3 6),(3 6)
6006,黃鶯鶯,(0 3),(0 3)
6007,我要聽林俊傑的歌,(3 6),(3 6)
6008,我要聽林,(0 1) (2 3),(3 4)
6009,我要聽我好嗎,(3 6),(3 6)
6010,我要聽搖滾音樂,(3 5),(3 5)
6011,我要聽搖滾音樂,(3 5),(3 5)
6012,講笑話給我聽,(3 5),(3 5)
6013,我要聽沉香流年,(3 7),(3 7)
6014,播放小紅帽的兒童故事,(6 10),(6 10)
6015,我要聽新歌,(3 5),(3 5)
6016,播放一曲相思,(2 6),(2 6)
6017,我要聽動力火車的歌,(3 7),(3 7)
6018,我要聽煙花易冷,(3 7),(3 7)
6019,我要聽孫露的歌,(3 5),(3 5)
6020,學貓叫,(0 3),(0 3)
6021,我要聽華語音樂,(3 5),(3 5)
6022,播費玉清的晚安曲,(1 4) (5 8),(1 4) (5 8)
6023,播放起風了,(2 5),(2 5)
6024,我要聽快樂天堂,(3 7),(3 7)
6025,我要聽華語新歌,(3 5) (5 7),(3 5) (5 7)
6026,往後餘生,(0 4),(0 4)
6027,我要聽故事,(0 5),(0 5)
6028,我要聽蕭敬騰的歌,(3 6),(3 6)
6029,我要聽陳綺貞的歌,(3 6),(3 6)
6030,我要聽李聖傑的歌,(3 6),(3 6)
6031,生日快樂,(0 4),(0 4)
6032,我要聽我好嗎,(3 6),(3 6)
6033,我要聽熱門歌曲,(3 5),(3 5)
6034,我要聽日語排行榜,(3 5) (5 8),(3 5) (5 8)
6035,我要聽陳綺貞的歌,(3 6),(3 6)
6036,我要聽鬼故事,(3 6),(3 6)
6037,我要聽相聲,(3 5),(3 5)
6038,我要播戴佩妮的怎樣,(3 6) (7 9),(3 6) (7 9)
6039,我要聽排行榜,(3 6),(3 6)
6040,我要聽紅蜻蜓,(3 6),(3 6)
6041,我要聽蔡依林的腦公,(3 6) (7 9),(3 6) (7 9)
6042,我要聽月琴,(3 5),(3 5)
6043,我要聽煙花易冷,(3 7),(3 7)
6044,我要聽 ONE OK ROCK,(4 15),(4 15)
6045,我要聽熱門歌曲,(3 5),(3 5)
6046,我要聽光年之外,(3 7),(3 7)
6047,我要聽橄欖樹,(3 6),(3 6)
6048,唱一首小蘋果,(3 6),(3 6)
6049,兩隻老虎,(0 4),(0 4)
6050,我要聽茄子蛋的歌,(3 6),(3 6)
6051,我要聽林俊傑的歌,(3 6),(3 6)
6052,播放芭比的触电,(5 7),(2 4)
6053,我要聽周杰倫的歌,(3 6),(3 6)
6054,兩隻老虎,(0 4),(0 4)
6055,陳昇,(0 2),(0 2)
6056,我要聽張宇的歌,(3 5),(3 5)
6057,生僻字,(0 3),(0 3)
6058,播放蔡依林的你也有今天,(2 5) (6 11),(2 5) (6 11)
6059,我要聽防彈少年團的歌,(3 8),(3 8)
6060,我要聽西洋排行榜,(3 5) (5 8),(3 5) (5 8)
6061,往後餘生,(0 4),(0 4)
6062,我要聽 Misia 的歌,(4 9),(4 9)
6063,我要聽煙花易冷,(3 7),(3 7)
6064,往後餘生,(0 4),(0 4)
6065,我想聽英文歌,(3 5),(3 5)
6066,我要聽周興哲的歌,(3 6),(3 6)
6067,我要聽張雨生的歌,(3 6),(3 6)
6068,我要聽新歌,(3 5),(3 5)
6069,我要聽動力火車的歌,(3 7),(3 7)
6070,我要聽蕭敬騰的歌,(3 6),(3 6)
6071,我要聽日本歌,(3 5),(3 5)
6072,我要聽蔡琴的歌,(3 5),(3 5)
6073,say say say,(0 11),(0 11)
6074,我要聽江蕙的歌,(3 5),(3 5)
6075,我要聽周杰倫的歌,(3 6),(3 6)
6076,我要聽光年之外,(3 7),(3 7)
6077,學貓叫,(0 3),(0 3)
6078,我要聽周杰倫的歌,(3 6),(3 6)
6079,我要聽派對動物,(3 5),(3 7)
6080,我要聽床邊故事,(3 7),(3 7)
6081,愛我你就抱抱我,(0 7),(0 7)
6082,播放音樂,,
6083,愛我你就抱抱我,(0 7),(0 7)
6084,我要播戴佩妮的怎樣,(3 6) (7 9),(3 6) (7 9)
6085,西洋音樂,(0 2),(0 2)
6086,我要聽 ONE OK ROCK 的歌,(4 15),(4 15)
6087,長笛簫的純音樂,(4 7),(4 7)
6088,我要聽歪批三國,(3 7),(3 7)
6089,愛我你就抱抱我,(0 7),(0 7)
6090,我要聽周杰倫的歌,(3 6),(3 6)
6091,我要聽烽火天榜,(3 7),(3 7)
6092,我要聽張雨生的歌,(3 6),(3 6)
6093,我要聽光年之外,(3 7),(3 7)
6094,我要聽華語音樂,(3 5),(3 5)
6095,我要聽周杰倫的歌,(3 6),(3 6)
6096,我要聽孫露的歌,(3 5),(3 5)
